"Market", "Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"NYSE","MPW","Medical Properties Trust, Inc.","14.01","$3.41B","2005","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mpw",
"NYSE","MED","MEDIFAST INC","39.11","$463.39M","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/med",
"NYSE","MCC","Medley Capital Corporation","7.69","$421.13M","2011","n/a","n/a","http://www.nasdaq.com/symbol/mcc",
"NYSE","MCQ","Medley Capital Corporation","25.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mcq",
"NYSE","MCV","Medley Capital Corporation","25.27","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mcv",
"NYSE","MCX","Medley Capital Corporation","26.11","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/mcx",
"NYSE","MDLX","Medley Capital Corporation","24.7","n/a","2016","Finance","Investment Managers","http://www.nasdaq.com/symbol/mdlx",
"NYSE","MDLY","Medley Management Inc.","8.29","$241.33M","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/mdly",
"NYSE","MD","Mednax, Inc","66.92","$6.26B","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/md",
"NYSE","MDT","Medtronic plc","86.3","$119.26B","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/mdt",
"NYSE","MRK","Merck & Company, Inc.","62.8","$173.66B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mrk",
"NYSE","MCY","Mercury General Corporation","54.05","$2.99B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mcy",
"NYSE","MDP","Meredith Corporation","51.88","$2.31B","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/mdp",
"NYSE","MTH","Meritage Corporation","34.84","$1.39B","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/mth",
"NYSE","MTOR","Meritor, Inc.","11.05","$958.73M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/mtor",
"NYSE","MER^K","Merrill Lynch & Co., Inc.","25.91","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mer^k",
"NYSE","MER^P","Merrill Lynch & Co., Inc.","26.1309","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mer^p",
"NYSE","PIY","Merrill Lynch Depositor, Inc.","28.1","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/piy",
"NYSE","MTR","Mesa Royalty Trust","8.389","$15.63M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mtr",
"NYSE","MSB","Mesabi Trust","9.39","$123.2M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/msb",
"NYSE","MPG","Metaldyne Performance Group Inc.","15.96","$1.07B","2014","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/mpg",
"NYSE","MEI","Methode Electronics, Inc.","35.74","$1.32B","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/mei",
"NYSE","MET","MetLife, Inc.","45.99","$50.54B","2000","Finance","Life Insurance","http://www.nasdaq.com/symbol/met",
"NYSE","MET^A","MetLife, Inc.","25.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/met^a",
"NYSE","MTD","Mettler-Toledo International, Inc.","416.67","$11.04B","1997","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/mtd",
"NYSE","MXE","Mexico Equity and Income Fund, Inc. (The)","10.56","$79.65M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mxe",
"NYSE","MXF","Mexico Fund, Inc. (The)","16.08","$241.9M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mxf",
"NYSE","MFA","MFA Financial, Inc.","7.1","$2.63B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mfa",
"NYSE","MFA^B","MFA Financial, Inc.","25.22","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mfa^b",
"NYSE","MFO","MFA Financial, Inc.","26.18","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mfo",
"NYSE","MFCB","MFC Bancorp Ltd.","2.05","$129.44M","n/a","Consumer Durables","Steel/Iron Ore","http://www.nasdaq.com/symbol/mfcb",
"NYSE","MCR","MFS Charter Income Trust","8.62","$448.33M","1989","n/a","n/a","http://www.nasdaq.com/symbol/mcr",
"NYSE","MGF","MFS Government Markets Income Trust","5.26","$171.48M","1987","n/a","n/a","http://www.nasdaq.com/symbol/mgf",
"NYSE","MIN","MFS Intermediate Income Trust","4.52","$532.18M","1988","n/a","n/a","http://www.nasdaq.com/symbol/min",
"NYSE","MMT","MFS Multimarket Income Trust","6.06","$456.86M","1987","n/a","n/a","http://www.nasdaq.com/symbol/mmt",
"NYSE","MFM","MFS Municipal Income Trust","7.33","$301.91M","1986","n/a","n/a","http://www.nasdaq.com/symbol/mfm",
"NYSE","MFV","MFS Special Value Trust","5.7001","$40.38M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mfv",
"NYSE","MTG","MGIC Investment Corporation","8","$2.73B","1991","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mtg",
"NYSE","MGP","MGM Growth Properties LLC","25.03","$1.44B","2016","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mgp",
"NYSE","MGM","MGM Resorts International","26.64","$15.07B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/mgm",
"NYSE","KORS","Michael Kors Holdings Limited","47.01","$7.95B","2011","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/kors",
"NYSE","MAA","Mid-America Apartment Communities, Inc.","87.69","$6.62B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/maa",
"NYSE","MEP","Midcoast Energy Partners, L.P.","8.25","$373.07M","2013","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/mep",
"NYSE","MSL","MidSouth Bancorp","10.53","$119.65M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/msl",
"NYSE","MCRN","Milacron Holdings Corp.","16.09","$1.09B","2015","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mcrn",
"NYSE","MLR","Miller Industries, Inc.","22.29","$252.89M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/mlr",
"NYSE","HIE","Miller/Howard High Income Equity Fund","12.49","$167.59M","2014","n/a","n/a","http://www.nasdaq.com/symbol/hie",
"NYSE","MTX","Minerals Technologies Inc.","70.3","$2.45B","1992","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/mtx",
"NYSE","MP^D","Mississippi Power Company","26.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mp^d",
"NYSE","MG","Mistras Group Inc","23.25","$673.21M","2009","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/mg",
"NYSE","MTU","Mitsubishi UFJ Financial Group Inc","5.09","$69.13B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/mtu",
"NYSE","MIXT","MiX Telematics Limited","6.24","$190.47M","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mixt",
"NYSE","MFG","Mizuho Financial Group, Inc.","3.35","$41.91B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mfg",
"NYSE","MBT","Mobile TeleSystems OJSC","7.83","$8.09B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/mbt",
"NYSE","MBLY","Mobileye N.V.","42.05","$9.2B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mbly",
"NYSE","MODN","Model N, Inc.","10.51","$290.78M","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/modn",
"NYSE","MOD","Modine Manufacturing Company","12.02","$574.33M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/mod",
"NYSE","MC","Moelis & Company","26.41","$1.37B","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/mc",
"NYSE","MHK","Mohawk Industries, Inc.","199.83","$14.82B","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/mhk",
"NYSE","MOH","Molina Healthcare Inc","57.11","$3.24B","2003","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/moh",
"NYSE","TAP","Molson Coors Brewing  Company","107.78","$17.54B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/tap",
"NYSE","TAP.A","Molson Coors Brewing  Company","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tap.a",
"NYSE","MNR","Monmouth Real Estate Investment Corporation","13.19","$893.05M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mnr",
"NYSE","MNR^A.CL","Monmouth Real Estate Investment Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mnr^a.cl",
"NYSE","MNR^B","Monmouth Real Estate Investment Corporation","26.0986","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mnr^b",
"NYSE","MNR^C","Monmouth Real Estate Investment Corporation","26.29","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mnr^c",
"NYSE","MORE          ","Monogram Residential Trust, Inc.","10.28","$1.71B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/more",
"NYSE","MON","Monsanto Company","103.18","$45.15B","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/mon",
"NYSE","MWW","Monster Worldwide, Inc.","3.51","$312.62M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/mww",
"NYSE","MCO","Moody&#39;s Corporation","108.49","$20.86B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mco",
"NYSE","MOG.A","Moog Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mog.a",
"NYSE","MOG.B","Moog Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mog.b",
"NYSE","MS","Morgan Stanley","32.56","$62.25B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ms",
"NYSE","MS^A","Morgan Stanley","23.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms^a",
"NYSE","MS^E","Morgan Stanley","29.27","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms^e",
"NYSE","MS^F","Morgan Stanley","29.14","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms^f",
"NYSE","MS^G","Morgan Stanley","27.55","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms^g",
"NYSE","MS^I","Morgan Stanley","27.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms^i",
"NYSE","APF","Morgan Stanley Asia-Pacific Fund, Inc.","15.11","$209.27M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/apf",
"NYSE","CAF","Morgan Stanley China A Share Fund Inc.","18.6","$407M","2006","n/a","n/a","http://www.nasdaq.com/symbol/caf",
"NYSE","MSD","Morgan Stanley Emerging Markets Debt Fund, Inc.","9.58","$204.38M","1993","n/a","n/a","http://www.nasdaq.com/symbol/msd",
"NYSE","EDD","Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.","8.06","$541.03M","2007","n/a","n/a","http://www.nasdaq.com/symbol/edd",
"NYSE","MSF","Morgan Stanley Emerging Markets Fund, Inc.","14.63","$211.87M","1991","n/a","n/a","http://www.nasdaq.com/symbol/msf",
"NYSE","IIF","Morgan Stanley India Investment Fund, Inc.","29.18","$430.06M","1994","n/a","n/a","http://www.nasdaq.com/symbol/iif",
"NYSE","MOS","Mosaic Company (The)","25.07","$8.78B","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/mos",
"NYSE","MSI","Motorola Solutions, Inc.","74.35","$12.4B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/msi",
"NYSE","MOV","Movado Group Inc.","21.82","$500.78M","n/a","Consumer Non-Durables","Consumer Specialties","http://www.nasdaq.com/symbol/mov",
"NYSE","MPLX","MPLX LP","32.26","$10.96B","2012","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/mplx",
"NYSE","MRC","MRC Global Inc.","16.92","$1.63B","2012","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mrc",
"NYSE","ICB","MS Income Securities, Inc.","18.7501","$168.06M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/icb",
"NYSE","HJV","MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14","18.44","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/hjv",
"NYSE","MSA","MSA Safety Incorporporated","57.45","$2.16B","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/msa",
"NYSE","MSM","MSC Industrial Direct Company, Inc.","74.1","$4.55B","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/msm",
"NYSE","MSCI","MSCI Inc","83.21","$7.87B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/msci",
"NYSE","MSG","MSG Networks Inc.","168.7","$4.06B","2015","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/msg",
"NYSE","MSGN","MSG Networks Inc.","19.11","$1.43B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/msgn",
"NYSE","MLI","Mueller Industries, Inc.","31.98","$1.83B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/mli",
"NYSE","MWA","MUELLER WATER PRODUCTS","12.3","$1.99B","2006","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/mwa",
"NYSE","MPSX","Multi Packaging Solutions International Limited","14.49","$1.12B","2015","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/mpsx",
"NYSE","MUR","Murphy Oil Corporation","30.45","$5.24B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mur",
"NYSE","MUSA","Murphy USA Inc.","72.56","$2.84B","2013","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/musa",
"NYSE","MVO","MV Oil Trust","6.09","$70.04M","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mvo",
"NYSE","MVC","MVC Capital, Inc.","8.41","$190.93M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mvc",
"NYSE","MVCB","MVC Capital, Inc.","25.37","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mvcb",
"NYSE","MYE","Myers Industries, Inc.","12.46","$372.5M","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/mye",
"NYSE","NBR","Nabors Industries Ltd.","12.5","$3.54B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nbr",
"NYSE","NC","NACCO Industries, Inc.","66.64","$453.97M","n/a","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/nc",
"NYSE","NTP","Nam Tai Property Inc.","7.76","$284.79M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/ntp",
"NYSE","NTEST","NASDAQ TEST STOCK","25.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ntest",
"NYSE","NTEST.A","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ntest.a",
"NYSE","NTEST.B","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ntest.b",
"NYSE","NTEST.C","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ntest.c",
"NYSE","NBHC","National Bank Holdings Corporation","23.45","$690.29M","2012","Finance","Major Banks","http://www.nasdaq.com/symbol/nbhc",
"NYSE","NFG","National Fuel Gas Company","54.1","$4.6B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/nfg",
"NYSE","NGG","National Grid Transco, PLC","68.97","$54.13B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ngg",
"NYSE","NHI","National Health Investors, Inc.","74.83","$2.93B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nhi",
"NYSE","NOV","National Oilwell Varco, Inc.","36.87","$13.92B","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/nov",
"NYSE","NPK","National Presto Industries, Inc.","86.45","$600.51M","n/a","Capital Goods","Ordnance And Accessories","http://www.nasdaq.com/symbol/npk",
"NYSE","NNN","National Retail Properties","47.42","$6.97B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nnn",
"NYSE","NNN^D","National Retail Properties","25.72","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nnn^d",
"NYSE","NNN^E","National Retail Properties","25.93","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nnn^e",
"NYSE","SID","National Steel Company","2.98","$4.13B","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/sid",
"NYSE","NSA","National Storage Affiliates Trust","19.37","$692.63M","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nsa",
"NYSE","NSM","Nationstar Mortgage Holdings Inc.","14.72","$1.43B","2012","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/nsm",
"NYSE","NW^C","Natl Westminster Pfd","25.74","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/nw^c",
"NYSE","NGS","Natural Gas Services Group, Inc.","24.51","$315.38M","2002","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/ngs",
"NYSE","NGVC","Natural Grocers by Vitamin Cottage, Inc.","11.71","$263.52M","2012","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/ngvc",
"NYSE","NRP","Natural Resource Partners LP","30.5","$373.08M","2002","Energy","Coal Mining","http://www.nasdaq.com/symbol/nrp",
"NYSE","NTZ","Natuzzi, S.p.A.","1.71","$93.8M","1993","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/ntz",
"NYSE","NLS","Nautilus Group, Inc. (The)","21.46","$667.54M","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/nls",
"NYSE","NCI","Navigant Consulting, Inc.","20.19","$957.01M","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/nci",
"NYSE","NVGS","Navigator Holdings Ltd.","7.46","$413.57M","2013","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nvgs",
"NYSE","NNA","Navios Maritime Acquisition Corporation","1.35","$203.56M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nna",
"NYSE","NM","Navios Maritime Holdings Inc.","1.22","$133.64M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nm",
"NYSE","NM^G","Navios Maritime Holdings Inc.","5.27","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nm^g",
"NYSE","NM^H","Navios Maritime Holdings Inc.","5.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nm^h",
"NYSE","NAP","Navios Maritime Midstream Partners LP","10.38","$210.49M","2014","n/a","n/a","http://www.nasdaq.com/symbol/nap",
"NYSE","NMM","Navios Maritime Partners LP","1.39","$115.48M","2007","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nmm",
"NYSE","NAV","Navistar International Corporation","23.52","$1.92B","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/nav",
"NYSE","NAV^D","Navistar International Corporation","12.05","n/a","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/nav^d",
"NYSE","NCS","NCI Building Systems, Inc.","14.92","$1.06B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/ncs",
"NYSE","NCR","NCR Corporation","32.04","$3.97B","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/ncr",
"NYSE","NP","Neenah Paper, Inc.","78.97","$1.33B","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/np",
"NYSE","NEFF","Neff Corporation","9.51","$228.02M","2014","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/neff",
"NYSE","NNI","Nelnet, Inc.","40.4","$1.72B","2003","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/nni",
"NYSE","NPTN","NeoPhotonics Corporation","16.86","$705M","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/nptn",
"NYSE","N","Netsuite Inc","109.54","$8.86B","2007","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/n",
"NYSE","NSR","Neustar, Inc.","25.97","$1.42B","2005","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/nsr",
"NYSE","NVRO","Nevro Corp.","97.92","$2.79B","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/nvro",
"NYSE","HYB","New America High Income Fund, Inc. (The)","9.17","$214.29M","1988","n/a","n/a","http://www.nasdaq.com/symbol/hyb",
"NYSE","GF","New Germany Fund, Inc. (The)","14.305","$228.56M","1990","n/a","n/a","http://www.nasdaq.com/symbol/gf",
"NYSE","NWHM","New Home Company Inc. (The)","10.14","$210.02M","2014","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/nwhm",
"NYSE","IRL","New Ireland Fund, Inc. (The)","12.2131","$61.5M","1990","n/a","n/a","http://www.nasdaq.com/symbol/irl",
"NYSE","NEWM","New Media Investment Group Inc.","15.34","$688.47M","2014","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/newm",
"NYSE","NMFC","New Mountain Finance Corporation","13.8","$879.85M","2011","n/a","n/a","http://www.nasdaq.com/symbol/nmfc",
"NYSE","EDU","New Oriental Education & Technology Group, Inc.","46.04","$7.25B","2006","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/edu",
"NYSE","NEWR","New Relic, Inc.","37.08","$1.89B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/newr",
"NYSE","NRZ","New Residential Investment Corp.","13.48","$3.11B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nrz",
"NYSE","SNR","New Senior Investment Group Inc.","10.36","$850.84M","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/snr",
"NYSE","NWY","New York & Company, Inc.","2.25","$145.97M","2004","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/nwy",
"NYSE","NYCB","New York Community Bancorp, Inc.","14.15","$6.89B","n/a","Finance","Banks","http://www.nasdaq.com/symbol/nycb",
"NYSE","NYCB^U","New York Community Bancorp, Inc.","49.88","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nycb^u",
"NYSE","NYRT","New York REIT, Inc.","9.04","$1.5B","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nyrt",
"NYSE","NYT","New York Times Company (The)","12.02","$1.94B","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/nyt",
"NYSE","NCT","Newcastle Investment Corporation","4.52","$301.64M","2002","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nct",
"NYSE","NCT^B","Newcastle Investment Corporation","26.15","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nct^b",
"NYSE","NCT^C","Newcastle Investment Corporation","25.1433","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nct^c",
"NYSE","NCT^D","Newcastle Investment Corporation","24.99","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nct^d",
"NYSE","NWL","Newell Brands Inc.","52.57","$25.35B","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/nwl",
"NYSE","NFX","Newfield Exploration Company","43.31","$8.6B","1993","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nfx",
"NYSE","NJR","NewJersey Resources Corporation","31.07","$2.68B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/njr",
"NYSE","NEU","NewMarket Corporation","408.48","$4.84B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/neu",
"NYSE","NEM","Newmont Mining Corporation","34.59","$18.35B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/nem",
"NYSE","NR","Newpark Resources, Inc.","7.64","$645.73M","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/nr",
"NYSE","NXRT","NexPoint Residential Trust, Inc.","17.43","$370.68M","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nxrt",
"NYSE","NEP","NextEra Energy Partners, LP","26.84","$1.13B","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/nep",
"NYSE","NEE","NextEra Energy, Inc.","118.54","$54.76B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/nee",
"NYSE","NEE^C","NextEra Energy, Inc.","25.8878","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nee^c",
"NYSE","NEE^G","NextEra Energy, Inc.","25.67","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nee^g",
"NYSE","NEE^H","NextEra Energy, Inc.","25.62","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nee^h",
"NYSE","NEE^I","NextEra Energy, Inc.","25.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nee^i",
"NYSE","NEE^J","NextEra Energy, Inc.","25.6064","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nee^j",
"NYSE","NEE^K","NextEra Energy, Inc.","25.64","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nee^k",
"NYSE","NEE^Q","NextEra Energy, Inc.","58.36","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nee^q",
"NYSE","NEE^R","NextEra Energy, Inc.","48.93","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nee^r",
"NYSE","NGL","NGL ENERGY PARTNERS LP","19.61","$2.07B","2011","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/ngl",
"NYSE","NMK^B","Niagara Mohawk Holdings, Inc.","100.31","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/nmk^b",
"NYSE","NMK^C","Niagara Mohawk Holdings, Inc.","101","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/nmk^c",
"NYSE","NLSN","Nielsen N.V.","53.19","$19.01B","2011","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/nlsn",
"NYSE","NKE","Nike, Inc.","52.12","$87.44B","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/nke",
"NYSE","NMBL","Nimble Storage, Inc.","8.9","$757.39M","2013","Technology","Electronic Components","http://www.nasdaq.com/symbol/nmbl",
"NYSE","NTT","Nippon Telegraph and Telephone Corporation","45","$91.67B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ntt",
"NYSE","NI","NiSource, Inc","22.85","$7.36B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ni",
"NYSE","NL","NL Industries, Inc.","3.91","$190.44M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/nl",
